time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/policy_gradient_loss,train/n_updates,rollout/ep_len_mean,train/approx_kl,train/clip_fraction,train/clip_range,train/std,train/explained_variance,train/entropy_loss,train/loss
2633728,92,1286,28480,2.646183659305024e-07,0.00025,0.00010943000000000001,-0.03914131990459282,12850,3212.0,0.12550497,0.42919921875,0.3,0.1471320390701294,-8.298638343811035,3.5050556018948553,-0.05853657424449921
2635776,92,1287,28502,2.636722728155405e-07,0.00025,0.00010935,-0.03754713885427918,12860,3212.0,0.12695104,0.44306640625,0.3,0.14687396585941315,-7.539994239807129,3.5095344595611095,-0.1024206131696701
2637824,92,1288,28526,2.38608970937193e-07,0.00025,0.00010943000000000001,-0.03517727799771819,12870,3212.0,0.091072716,0.414013671875,0.3,0.14693430066108704,-4.160238742828369,3.515959242731333,-0.05854719877243042
2639872,92,1289,28548,3.2490423143016753e-07,0.00025,0.00010943000000000001,-0.0403070845262846,12880,3212.0,0.12281171,0.434228515625,0.3,0.14678610861301422,-5.693546295166016,3.5246174953877927,-0.039799705147743225
2641920,92,1290,28572,2.420968355121289e-07,0.00025,0.00010956999999999998,-0.043735689601453485,12890,3212.0,0.102308296,0.425830078125,0.3,0.14730341732501984,-6.830822944641113,3.511247167736292,-0.055034149438142776
2643968,92,1291,28597,2.609388598084905e-07,0.00025,0.00010956,-0.042440934490878136,12900,3212.0,0.1004073,0.42841796875,0.3,0.14736594259738922,-7.57065486907959,3.497780291736126,-0.06945312023162842
2646016,92,1292,28619,2.528039973359597e-07,0.00025,0.00010956,-0.042784128279890865,12910,3212.0,0.12285544,0.437109375,0.3,0.14738954603672028,-5.600646495819092,3.4956383161246776,-0.022021889686584473
2648064,92,1293,28643,2.499969197433671e-07,0.00025,0.00010960000000000001,-0.04178576576814521,12920,3212.0,0.09507501,0.4064453125,0.3,0.14690712094306946,-6.733232498168945,3.5109671778976916,-0.08501984179019928
2650112,92,1294,28666,2.657539547090693e-07,0.00025,0.00010957000000000001,-0.03916158011415973,12930,3212.0,0.110409334,0.409765625,0.3,0.14707861840724945,-7.528190612792969,3.5111558593809606,-0.13215871155261993
2652160,92,1295,28688,3.003513563193394e-07,0.00025,0.00010957000000000001,-0.038466116614290516,12940,3212.0,0.122961566,0.44736328125,0.3,0.1476716846227646,-5.682974815368652,3.49446579515934,-0.08297523111104965
2654208,92,1296,28711,2.3035555249961703e-07,0.00025,0.00010964000000000001,-0.03278695637418423,12950,3212.0,0.09958227,0.41171875,0.3,0.14791889488697052,-5.794735431671143,3.4812786988914013,-0.0426909476518631
2656256,92,1297,28733,2.770325508105742e-07,0.00025,0.00010964000000000001,-0.04592252372240182,12960,3212.0,0.12666276,0.43134765625,0.3,0.1470312774181366,-7.975249290466309,3.4930287078022957,-0.034571122378110886
2658304,92,1298,28756,2.821618346526833e-07,0.00025,0.00010972000000000001,-0.031073523008672055,12970,3212.0,0.14410135,0.4390625,0.3,0.14729079604148865,-8.45938777923584,3.5139245934784413,-0.06032179668545723
2660352,92,1299,28779,2.4601656820610886e-07,0.00025,0.00010969,-0.03587835892831208,12980,3212.0,0.11114508,0.397998046875,0.3,0.14708474278450012,-5.741694450378418,3.5140479877591133,-0.016935106366872787
2662400,92,1300,28801,2.670358726586386e-07,0.00025,0.00010969,-0.036720746303035415,12990,3212.0,0.12334979,0.4333984375,0.3,0.14629733562469482,-6.982753753662109,3.5322754830121994,0.031794194132089615
2664448,92,1301,28824,2.2559016388257191e-07,0.00025,0.00010968000000000001,-0.04144424482074101,13000,3212.0,0.1415525,0.45478515625,0.3,0.14513584971427917,-7.314450263977051,3.580323239415884,-0.003870517946779728
2666496,92,1302,28848,2.456268069828127e-07,0.00025,0.00010978,-0.03876773039955879,13010,3212.0,0.10709136,0.41708984375,0.3,0.14411011338233948,-4.516263484954834,3.6269824862480164,-0.009641201235353947
2668544,92,1303,28870,2.5207916358738204e-07,0.00025,0.00010978,-0.03691222508641658,13020,3212.0,0.118762664,0.422119140625,0.3,0.14375703036785126,-4.458034515380859,3.665640410780907,-0.06716291606426239
2670592,92,1304,28894,2.603299032344353e-07,0.00025,0.00010979,-0.041778044594684614,13030,3212.0,0.115323976,0.4451171875,0.3,0.14350366592407227,-5.724365711212158,3.677452413737774,-0.044017158448696136
2672640,92,1305,28917,2.6496049438939905e-07,0.00025,0.00010966,-0.04013766465068329,13040,3212.0,0.1175479,0.4318359375,0.3,0.1427849382162094,-4.836225986480713,3.694466059654951,-0.08065309375524521
2674688,92,1306,28939,2.760179047545108e-07,0.00025,0.00010966,-0.0456018027238315,13050,3212.0,0.12049332,0.4666015625,0.3,0.14254820346832275,-5.020864486694336,3.7237698696553707,-0.04216259717941284
2676736,92,1307,28962,2.313968443745651e-07,0.00025,0.00010952999999999999,-0.04536651999515016,13060,3212.0,0.12912056,0.422265625,0.3,0.14228549599647522,-5.900078773498535,3.736189267784357,-0.0756915956735611
2678784,92,1308,28984,2.6958854428826837e-07,0.00025,0.00010952999999999999,-0.03512926381954458,13070,3212.0,0.1342327,0.443798828125,0.3,0.1408994197845459,-4.414224147796631,3.784948589652777,0.005900738760828972
2680832,92,1309,29009,2.7488534040109867e-07,0.00025,0.00010934,-0.03309891657117987,13080,3212.0,0.13115868,0.437353515625,0.3,0.1412133127450943,-7.261422157287598,3.808782794326544,-0.04590844735503197
2682880,92,1310,29032,2.4566475378406947e-07,0.00025,0.00010917,-0.03288794921536464,13090,3212.0,0.106163114,0.42236328125,0.3,0.14117619395256042,-5.84771728515625,3.8040134593844415,-0.0863230749964714
2684928,92,1311,29054,2.541800231625757e-07,0.00025,0.00010917,-0.03771579328458756,13100,3212.0,0.10523951,0.4501953125,0.3,0.14059112966060638,-8.161493301391602,3.828032996505499,-0.07447323948144913
2686976,92,1312,29077,2.4023493301328357e-07,0.00025,0.00010915999999999999,-0.042270374979125336,13110,3212.0,0.1357727,0.45302734375,0.3,0.14009104669094086,-7.205700874328613,3.8476170875132083,-0.09273063391447067
2689024,92,1313,29101,2.433506495425064e-07,0.00025,0.00010899999999999999,-0.04023904775094707,13120,3212.0,0.114762165,0.4357421875,0.3,0.13879424333572388,-5.34725284576416,3.8958671137690546,-0.09645276516675949
2691072,92,1314,29124,2.4997071026433557e-07,0.00025,0.00010899999999999999,-0.037515345017891374,13130,3212.0,0.14723018,0.45322265625,0.3,0.1390817016363144,-8.35625171661377,3.9131121948361396,-0.05964281037449837
2693120,92,1315,29147,2.2342167786959522e-07,0.00025,0.00010886999999999999,-0.03427631728554843,13140,3212.0,0.10350054,0.41474609375,0.3,0.1393839567899704,-7.243973731994629,3.900258347392082,0.005123423412442207
2695168,92,1316,29171,2.625146140022849e-07,0.00025,0.00010883999999999998,-0.04656610205711331,13150,3212.0,0.11900681,0.436279296875,0.3,0.13867446780204773,-8.23813247680664,3.912501808255911,-0.08699095249176025
2697216,92,1317,29193,2.596564464329987e-07,0.00025,0.00010883999999999998,-0.041173688498383855,13160,3212.0,0.1181431,0.441259765625,0.3,0.1385749876499176,-5.976505279541016,3.9364418730139734,-0.014764196239411831
2699264,92,1318,29217,2.3013730952037292e-07,0.00025,0.00010876999999999999,-0.0348025469633285,13170,3212.0,0.11471893,0.43408203125,0.3,0.13793334364891052,-7.2008514404296875,3.958184245228767,-0.023787304759025574
2701312,92,1319,29240,2.597390595493465e-07,0.00025,0.00010864999999999998,-0.030836304218973966,13180,3212.0,0.12571889,0.467724609375,0.3,0.13832683861255646,-7.139501571655273,3.9572448462247847,-0.07936219871044159
2703360,92,1320,29262,2.9151481459877007e-07,0.00025,0.00010864999999999998,-0.0336055238643894,13190,3212.0,0.114138484,0.45712890625,0.3,0.13837704062461853,-6.676011562347412,3.954342025518417,-0.0762772187590599
2705408,92,1321,29286,2.1860349614932771e-07,0.00025,0.00010862999999999998,-0.035532015153148674,13200,3212.0,0.110260576,0.415380859375,0.3,0.13839690387248993,-5.244776248931885,3.9539626494050024,-0.07392396032810211
2707456,92,1322,29309,2.600481868064719e-07,0.00025,0.00010862999999999998,-0.04127245576091809,13210,3212.0,0.13974486,0.462744140625,0.3,0.1386730819940567,-7.748885154724121,3.9463310070335864,-0.05559854954481125
2709504,92,1323,29333,2.2983387373276543e-07,0.00025,0.00010851999999999998,-0.035500336886616427,13220,3212.0,0.11076991,0.42734375,0.3,0.13817323744297028,-5.956387996673584,3.961155163496733,-0.052754826843738556
2711552,92,1324,29357,2.534942173504362e-07,0.00025,0.00010852999999999999,-0.03500397691823309,13230,3212.0,0.1468774,0.439306640625,0.3,0.1378455013036728,-6.375600814819336,3.981811690330505,0.016893304884433746
2713600,92,1325,29380,2.508627642061612e-07,0.00025,0.00010852999999999999,-0.03567053623846732,13240,3212.0,0.13882914,0.4787109375,0.3,0.1383064240217209,-6.867751598358154,3.9719097048044203,-0.03259051591157913
2715648,92,1326,29404,2.2536995112343305e-07,0.00025,0.00010870999999999998,-0.03548723329731729,13250,3212.0,0.1286142,0.44619140625,0.3,0.13708892464637756,-6.748449325561523,3.9998143799602985,-0.003670572768896818
2717696,92,1327,29427,2.6178662251297167e-07,0.00025,0.00010892999999999998,-0.03843218455294846,13260,3212.0,0.15259776,0.4458984375,0.3,0.13644754886627197,-8.206279754638672,4.043843619525433,-0.05646682530641556
2719744,92,1328,29449,2.707895287556994e-07,0.00025,0.00010892999999999998,-0.03311498100520112,13270,3212.0,0.13835241,0.478955078125,0.3,0.1360350102186203,-5.832287311553955,4.072132380306721,-0.053940657526254654
2721792,92,1329,29474,2.1810539669875338e-07,0.00025,0.00010909999999999998,-0.03594377179688309,13280,3212.0,0.12395215,0.43779296875,0.3,0.13585646450519562,-6.939813137054443,4.083535468578338,-0.07730144262313843
2723840,92,1330,29498,2.5522074009742823e-07,0.00025,0.00010921,-0.040009176247986035,13290,3212.0,0.122309715,0.449853515625,0.3,0.13595597445964813,-6.204428195953369,4.086571322381497,-0.010620907880365849
2725888,92,1331,29520,2.6641939447902275e-07,0.00025,0.00010921,-0.04138764039817033,13300,3212.0,0.13932528,0.455224609375,0.3,0.13578744232654572,-7.61140251159668,4.084486655890942,-0.13241995871067047
2727936,92,1332,29544,2.3172125804826748e-07,0.00025,0.00010921999999999997,-0.03530157314380631,13310,3212.0,0.1077864,0.419921875,0.3,0.13483472168445587,-5.567004203796387,4.118735991418362,-0.07331354171037674
2729984,92,1333,29566,2.5230758033956134e-07,0.00025,0.00010921999999999997,-0.037752778618596494,13320,3212.0,0.16841194,0.47353515625,0.3,0.13526220619678497,-7.503545761108398,4.126022771000862,-0.09299102425575256
2732032,92,1334,29589,2.422271209612248e-07,0.00025,0.00010926999999999999,-0.03805702566751279,13330,3212.0,0.13194564,0.466015625,0.3,0.13491399586200714,-7.624859809875488,4.12933420240879,-0.023727981373667717
2734080,92,1335,29614,2.4185412037525113e-07,0.00025,0.00010926999999999999,-0.034146850078104765,13340,3212.0,0.1353429,0.443505859375,0.3,0.13474036753177643,-7.640875816345215,4.142857518792153,-0.07789772003889084
2736128,92,1336,29635,2.481447996860453e-07,0.00025,0.00010926999999999999,-0.03234173632517923,13350,3212.0,0.1475128,0.44716796875,0.3,0.1344938576221466,-6.124784469604492,4.150319860875607,-0.001087856013327837
2738176,92,1337,29658,2.445487075952713e-07,0.00025,0.00010924000000000002,-0.03260797642869875,13360,3212.0,0.13087234,0.46298828125,0.3,0.1344977766275406,-6.775662422180176,4.153504145145416,-0.07705975323915482
2740224,92,1338,29680,2.5091713564684424e-07,0.00025,0.00010917,-0.039608743687858806,13370,3212.0,0.14044201,0.44921875,0.3,0.13386152684688568,-7.17527961730957,4.176579713821411,-0.016241705045104027
2742272,92,1339,29701,2.436007107586846e-07,0.00025,0.00010917,-0.03429707988107111,13380,3212.0,0.13074255,0.4740234375,0.3,0.13293470442295074,-6.00478458404541,4.214372482895851,-0.04109882935881615
2744320,92,1340,29724,2.3601537213480128e-07,0.00025,0.00010924000000000002,-0.03619057209434686,13390,3212.0,0.14820638,0.438134765625,0.3,0.13314922153949738,-5.84942102432251,4.235383760929108,-0.10227534174919128
2746368,92,1341,29746,2.569444405686738e-07,0.00025,0.00010921,-0.03658418148988858,13400,3212.0,0.1446676,0.46455078125,0.3,0.1332789957523346,-4.615466117858887,4.2253474473953245,-0.06865203380584717
2748416,92,1342,29767,2.4115235159882785e-07,0.00025,0.00010921,-0.022398302076908294,13410,3212.0,0.15221998,0.481982421875,0.3,0.13282418251037598,-8.386250495910645,4.227387176454068,-0.07212626934051514
2750464,92,1343,29789,2.484491053333926e-07,0.00025,0.00010928999999999999,-0.03652468972577481,13420,3212.0,0.12894404,0.452880859375,0.3,0.13265196979045868,-5.572259902954102,4.246767699718475,-0.09944818168878555
2752512,92,1344,29810,2.670849557073751e-07,0.00025,0.00010928999999999999,-0.034723117352405096,13430,3212.0,0.14179616,0.458544921875,0.3,0.1320173293352127,-5.6370954513549805,4.270376405119896,-0.0877963975071907
2754560,92,1345,29832,2.340137731149383e-07,0.00025,0.00010934999999999999,-0.03763091114524286,13440,3212.0,0.1409775,0.46591796875,0.3,0.13181141018867493,-6.738865852355957,4.287988843023777,-0.07098111510276794
2756608,92,1346,29854,2.3589626536590912e-07,0.00025,0.00010942,-0.04012437191631761,13450,3212.0,0.11607448,0.432470703125,0.3,0.1320536583662033,-6.394949913024902,4.287337327003479,-0.05260897055268288
2758656,92,1347,29874,2.768123100516107e-07,0.00025,0.00010942,-0.035077916972659294,13460,3212.0,0.15249687,0.473681640625,0.3,0.13242241740226746,-6.31669282913208,4.271877628564835,-0.07911106199026108
2760704,92,1348,29896,2.337509885208533e-07,0.00025,0.00010947999999999999,-0.03897434165410232,13470,3212.0,0.12136451,0.470849609375,0.3,0.1324724704027176,-6.727652072906494,4.263070192933083,-0.06185649335384369
2762752,92,1349,29918,2.465949192176353e-07,0.00025,0.00010934999999999999,-0.03754167482402408,13480,3212.0,0.12267572,0.44326171875,0.3,0.1323411464691162,-6.984732151031494,4.2724700450897215,-0.08858891576528549
2764800,92,1350,29939,2.518038147325541e-07,0.00025,0.00010934999999999999,-0.037501669125049375,13490,3212.0,0.14819083,0.462353515625,0.3,0.13232572376728058,-6.413301467895508,4.270104023814201,-0.057839419692754745
2766848,92,1351,29961,2.4120088946144593e-07,0.00025,0.00010939999999999999,-0.032434751784603574,13500,3212.0,0.11939915,0.4701171875,0.3,0.1322949081659317,-7.871539115905762,4.268062646687031,-0.06429722905158997
2768896,92,1352,29983,2.601986067496398e-07,0.00025,0.00010933999999999998,-0.036807015666272494,13510,3212.0,0.12671489,0.437353515625,0.3,0.13212792575359344,-7.281872749328613,4.274620811641216,-0.06375815719366074
2770944,92,1353,30004,2.512896768447348e-07,0.00025,0.00010933999999999998,-0.03799136416637339,13520,3212.0,0.13049483,0.47138671875,0.3,0.13275054097175598,-8.312333106994629,4.259727665781975,-0.06823533773422241
2772992,92,1354,30027,2.1828937781798175e-07,0.00025,0.00010939999999999999,-0.03304816622694488,13530,3212.0,0.100404546,0.418505859375,0.3,0.13306845724582672,-6.39289665222168,4.23112002313137,-0.03962158039212227
2775040,92,1355,30046,2.8048717100048747e-07,0.00025,0.00010939999999999999,-0.03030969146930147,13540,3212.0,0.15549803,0.48173828125,0.3,0.13304375112056732,-7.788912773132324,4.224071432650089,-0.037484727799892426
2777088,92,1356,30068,2.3556461345997092e-07,0.00025,0.00010941999999999999,-0.037135951439267956,13550,3212.0,0.16041586,0.47451171875,0.3,0.1331254541873932,-8.225595474243164,4.224480427801609,-0.08319487422704697
2779136,92,1357,30090,2.3794166548185558e-07,0.00025,0.00010945999999999999,-0.04117612840200309,13560,3212.0,0.11027409,0.43671875,0.3,0.13284844160079956,-7.084623336791992,4.228275455534458,-0.10910328477621078
2781184,92,1358,30111,2.5500656744004144e-07,0.00025,0.00010945999999999999,-0.035419747757259756,13570,3212.0,0.18825379,0.48388671875,0.3,0.132743239402771,-6.529327392578125,4.242843459546566,-0.03690268471837044
2783232,92,1359,30133,2.4499013768775056e-07,0.00025,0.00010939999999999999,-0.037788115377770735,13580,3212.0,0.13089019,0.490087890625,0.3,0.1325361728668213,-5.439023971557617,4.249045012891292,-0.09785575419664383
2785280,92,1360,30155,2.3977792407148257e-07,0.00025,0.00010943999999999998,-0.03679139092710102,13590,3212.0,0.15317331,0.449951171875,0.3,0.13247150182724,-3.964466094970703,4.255575694143772,-0.05101657658815384
2787328,92,1361,30175,2.582923741112353e-07,0.00025,0.00010943999999999998,-0.03701415189279942,13600,3212.0,0.14465228,0.473291015625,0.3,0.13265016674995422,-3.2537384033203125,4.251861566305161,-0.07293650507926941
2789376,92,1362,30198,2.321641217273296e-07,0.00025,0.00010945999999999999,-0.03705360787862446,13610,3212.0,0.13707265,0.468896484375,0.3,0.13323144614696503,-7.000638008117676,4.233389464020729,-0.08574935048818588
2791424,92,1363,30221,2.7471942178891593e-07,0.00025,0.00010934999999999999,-0.0384191040560836,13620,3212.0,0.14233214,0.453173828125,0.3,0.13282053172588348,-5.534320831298828,4.232157875597477,-0.0614033117890358
2793472,92,1364,30241,2.3721850435087787e-07,0.00025,0.00010934999999999999,-0.038259182606998364,13630,3212.0,0.15328377,0.46640625,0.3,0.1335197538137436,-5.938798904418945,4.217144176363945,-0.07457753270864487
2795520,92,1365,30263,2.115248989520424e-07,0.00025,0.00010922999999999998,-0.032685351243708284,13640,3212.0,0.11279896,0.4189453125,0.3,0.1336752474308014,-5.629683971405029,4.193850795924663,-0.07407086342573166
2797568,92,1366,30283,2.7134595690370136e-07,0.00025,0.00010922999999999998,-0.03784559388004709,13650,3212.0,0.13849908,0.465625,0.3,0.13371913135051727,-5.179543495178223,4.189634215831757,-0.08881915360689163
2799616,92,1367,30305,2.334047190633015e-07,0.00025,0.00010923999999999999,-0.03977578392732539,13660,3212.0,0.1594888,0.46708984375,0.3,0.13358096778392792,-5.44235897064209,4.195294073224067,-0.023346414789557457
2801664,92,1368,30327,2.39384413758259e-07,0.00025,0.00010919,-0.04577757009828929,13670,3212.0,0.11148776,0.44287109375,0.3,0.13412201404571533,-5.02957010269165,4.181114900112152,-0.08017441630363464
2803712,92,1369,30348,2.4152908990604515e-07,0.00025,0.00010919,-0.042294224753277376,13680,3212.0,0.13912824,0.472314453125,0.3,0.13357891142368317,-5.5725998878479,4.187046337127685,-0.10648010671138763
2805760,92,1370,30370,2.3248872409453726e-07,0.00025,0.00010915999999999999,-0.03995508564112242,13690,3212.0,0.12372291,0.453515625,0.3,0.13386128842830658,-7.799683570861816,4.192541310191155,-0.059356942772865295
2807808,92,1371,30392,2.44611999233868e-07,0.00025,0.00010908999999999999,-0.03192183565115556,13700,3212.0,0.1361045,0.43994140625,0.3,0.13350602984428406,-3.909599781036377,4.196383148431778,-0.06257392466068268
2809856,92,1372,30412,2.676030468773405e-07,0.00025,0.00010908999999999999,-0.04151734649203718,13710,3212.0,0.16395724,0.48193359375,0.3,0.13280969858169556,-2.9960641860961914,4.222433067858219,-0.07874608784914017
2811904,92,1373,30434,2.2031540047873222e-07,0.00025,0.00010905,-0.026335381956596394,13720,3212.0,0.13614798,0.436669921875,0.3,0.13272222876548767,-7.4830322265625,4.238075980544091,-0.14157737791538239
2813952,92,1374,30456,2.5058742001426994e-07,0.00025,0.00010881,-0.03755996153486194,13730,3212.0,0.12906292,0.455908203125,0.3,0.13260124623775482,-7.88709831237793,4.247057643532753,-0.06037166714668274
2816000,92,1375,30478,2.541216174378746e-07,0.00025,0.00010881,-0.041403047944186255,13740,3212.0,0.13719499,0.472998046875,0.3,0.13230392336845398,-5.6394147872924805,4.257854883372784,-0.15971240401268005
2818048,92,1376,30500,2.3018687744791322e-07,0.00025,0.00010867,-0.03201748055653297,13750,3212.0,0.11036034,0.440673828125,0.3,0.13260626792907715,-5.660293102264404,4.257606349885464,0.010265938006341457
2820096,92,1377,30520,2.3911354436467746e-07,0.00025,0.00010867,-0.043485965332365595,13760,3212.0,0.12756932,0.4642578125,0.3,0.13319429755210876,-5.87481164932251,4.234034810960293,-0.0596754290163517
2822144,92,1378,30542,2.350160014152891e-07,0.00025,0.00010859,-0.04019443601864623,13770,3212.0,0.1721387,0.47138671875,0.3,0.13389180600643158,-8.768022537231445,4.205483649671078,-0.14026468992233276
2824192,92,1379,30564,2.4004851708614437e-07,0.00025,0.00010850999999999998,-0.04237578547617886,13780,3212.0,0.11852366,0.423974609375,0.3,0.13305805623531342,-4.15277099609375,4.2054573684930805,-0.07476051896810532
2826240,92,1380,30584,2.5812377764111715e-07,0.00025,0.00010850999999999998,-0.03717911003768677,13790,3212.0,0.14986372,0.4646484375,0.3,0.13327516615390778,-8.689506530761719,4.22563201636076,-0.03685037046670914
2828288,92,1381,30606,2.3517057865518609e-07,0.00025,0.00010843999999999997,-0.03320318057012628,13800,3212.0,0.14426371,0.463037109375,0.3,0.1331276148557663,-7.099482536315918,4.2268963128328325,-0.08535624295473099
2830336,92,1382,30628,2.328156396114167e-07,0.00025,0.00010842999999999999,-0.033047705070930536,13810,3212.0,0.13809422,0.455908203125,0.3,0.13351784646511078,-6.216318130493164,4.222325186431408,-0.06735267490148544
2832384,92,1383,30649,2.668733303679005e-07,0.00025,0.00010842999999999999,-0.03628417091094889,13820,3212.0,0.13225783,0.4666015625,0.3,0.1336274892091751,-7.292270660400391,4.2028313905000685,-0.09793971478939056
2834432,92,1384,30671,2.2055697934675322e-07,0.00025,0.00010831999999999999,-0.03151082461117767,13830,3212.0,0.12464364,0.443310546875,0.3,0.13249190151691437,-7.533891677856445,4.233744566142559,0.006557168439030647
2836480,92,1385,30693,2.52157565316935e-07,0.00025,0.00010824000000000001,-0.03307064227992669,13840,3212.0,0.11703757,0.460546875,0.3,0.13267101347446442,-7.687884330749512,4.252072529494763,-0.055054470896720886
2838528,92,1386,30713,2.503450099222704e-07,0.00025,0.00010824000000000001,-0.03850598977587651,13850,3212.0,0.13014522,0.480126953125,0.3,0.1324606090784073,-7.302248954772949,4.25136047154665,-0.015614123083651066
2840576,92,1387,30736,2.3880174566670575e-07,0.00025,0.00010829000000000002,-0.04230193300172687,13860,3212.0,0.131057,0.430810546875,0.3,0.1321803629398346,-6.225306987762451,4.267493033409119,-0.09632811695337296
2842624,92,1388,30759,2.597427135819785e-07,0.00025,0.00010821000000000002,-0.03608870565512916,13870,3212.0,0.14007811,0.454296875,0.3,0.13246582448482513,-7.310051918029785,4.268372040987015,0.019351748749613762
2844672,92,1389,30779,2.404739337436013e-07,0.00025,0.00010821000000000002,-0.04026184348913375,13880,3212.0,0.12183869,0.447900390625,0.3,0.1329714059829712,-8.335320472717285,4.2436758279800415,-0.08168505132198334
2846720,92,1390,30802,2.1366958993240815e-07,0.00025,0.00010814000000000002,-0.034646180445270146,13890,3212.0,0.1033072,0.423779296875,0.3,0.1321793794631958,-4.771329402923584,4.24942601621151,0.015977099537849426
2848768,92,1391,30822,2.573447541953655e-07,0.00025,0.00010814000000000002,-0.039677777953329496,13900,3212.0,0.14870638,0.47177734375,0.3,0.13183093070983887,-8.29502010345459,4.288789746165276,-0.1229277104139328
2850816,92,1392,30844,2.2198173885712435e-07,0.00025,0.00010803000000000001,-0.03948873972840374,13910,3212.0,0.12817678,0.450244140625,0.3,0.13186074793338776,-6.23516845703125,4.298390513658523,-0.05884069204330444
2852864,92,1393,30866,2.449431824036452e-07,0.00025,0.00010815,-0.03360609709052369,13920,3212.0,0.10579619,0.441064453125,0.3,0.13187365233898163,-3.337752342224121,4.290869970619679,0.008500052616000175
2854912,92,1394,30887,2.447550378370522e-07,0.00025,0.00010815,-0.0382138034736272,13930,3212.0,0.14461476,0.47451171875,0.3,0.1316661685705185,-5.338576793670654,4.302338163554668,-0.0858691930770874
2856960,92,1395,30909,2.425224671309678e-07,0.00025,0.00010818,-0.04091708781925263,13940,3212.0,0.1388913,0.460546875,0.3,0.13215351104736328,-5.398435592651367,4.285927709937096,-0.05925799533724785
2859008,92,1396,30931,2.512347856864494e-07,0.00025,0.00010829999999999999,-0.04168417122564279,13950,3212.0,0.12681404,0.46416015625,0.3,0.13231578469276428,-5.359981060028076,4.273677654564381,-0.09213420748710632
2861056,92,1397,30951,3.074391761170858e-07,0.00025,0.00010829999999999999,-0.03827226011781022,13960,3212.0,0.16547528,0.472265625,0.3,0.13259799778461456,-6.838004112243652,4.265743134915828,-0.10058020055294037
2863104,92,1398,30975,2.155922968594126e-07,0.00025,0.00010829999999999999,-0.03772963311785134,13970,3212.0,0.11517649,0.450634765625,0.3,0.1323937326669693,-6.675320148468018,4.263449548184871,-0.08168506622314453
2865152,92,1399,30997,2.4503966904454445e-07,0.00025,0.00010829999999999999,-0.04374438724189531,13980,3212.0,0.14650358,0.46162109375,0.3,0.13240912556648254,-7.646161079406738,4.269600595533848,-0.11433263123035431
2867200,92,1400,31017,2.4378371232813834e-07,0.00025,0.00010829999999999999,-0.02938773690693779,13990,3212.0,0.12916628,0.484814453125,0.3,0.13255906105041504,-7.005470275878906,4.267763739824295,-0.08399999141693115
2869248,92,1401,31039,2.1531012406317274e-07,0.00025,0.00010826000000000001,-0.03404346446332056,14000,3212.0,0.12092871,0.433642578125,0.3,0.13250797986984253,-5.601064205169678,4.266336005926132,-0.0777406096458435
2871296,92,1402,31060,2.580887570990953e-07,0.00025,0.00010826000000000001,-0.04042300925502786,14010,3212.0,0.16802356,0.493310546875,0.3,0.13197247684001923,-5.309049606323242,4.276255321502686,-0.010207666084170341
2873344,92,1403,31082,2.1727685117767237e-07,0.00025,0.00010824000000000001,-0.04317792354995618,14020,3212.0,0.13280132,0.452783203125,0.3,0.1321917474269867,-5.668593883514404,4.277365824580192,-0.07295528054237366
2875392,92,1404,31104,2.2628562037496636e-07,0.00025,0.00010812000000000002,-0.04139922553877114,14030,3212.0,0.13175933,0.464697265625,0.3,0.13244815170764923,-6.339653015136719,4.268367204070091,-0.06163860857486725
2877440,92,1405,31124,2.4655397117268053e-07,0.00025,0.00010812000000000002,-0.033073527261149135,14040,3212.0,0.16547957,0.492529296875,0.3,0.13330164551734924,-7.641054153442383,4.237496471405029,-0.03071419894695282
2879488,92,1406,31146,2.1421402709442817e-07,0.00025,0.00010810000000000004,-0.032440064490947405,14050,3212.0,0.1306049,0.483984375,0.3,0.13290543854236603,-6.86895227432251,4.2168031826615335,-0.05070187523961067
2881536,92,1407,31168,2.54254482623395e-07,0.00025,0.00010804000000000002,-0.03926437289919704,14060,3212.0,0.12267086,0.438916015625,0.3,0.1331809014081955,-6.667201995849609,4.216552066802978,-0.0884305089712143
2883584,92,1408,31189,2.6086710964712266e-07,0.00025,0.00010804000000000002,-0.038977617035561705,14070,3212.0,0.17596167,0.47724609375,0.3,0.1331220418214798,-6.170422077178955,4.211201150715351,-0.027579614892601967
2885632,92,1409,31212,2.104417101245204e-07,0.00025,0.00010811,-0.04039000672055408,14080,3212.0,0.124488465,0.45419921875,0.3,0.133964404463768,-6.141544342041016,4.191639724373817,-0.09839074313640594
2887680,92,1410,31234,2.3364453312080257e-07,0.00025,0.00010804000000000002,-0.03997887325531337,14090,3212.0,0.1316199,0.449951171875,0.3,0.13419677317142487,-4.904514789581299,4.163619261980057,-0.10636337846517563
2889728,92,1411,31254,2.3482830147081302e-07,0.00025,0.00010804000000000002,-0.03738527487585088,14100,3212.0,0.11752629,0.446435546875,0.3,0.13466520607471466,-8.984506607055664,4.14330829679966,-0.04409937560558319
2891776,92,1412,31277,2.1233115896635013e-07,0.00025,0.00010803999999999999,-0.03929020579089411,14110,3212.0,0.1343602,0.4453125,0.3,0.1348048746585846,-6.210864543914795,4.119593025743962,-0.08514587581157684
