time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/policy_gradient_loss,train/n_updates,rollout/ep_len_mean,train/approx_kl,train/clip_fraction,train/clip_range,train/std,train/explained_variance,train/entropy_loss,train/loss
59392,91,29,648,1.4049031457830097e-05,0.00025,-0.00016394444444444442,-0.021586022857809438,280,3212.0,0.02107145,0.094287109375,0.3,0.9600430130958557,-0.695183277130127,-9.641495618224145,-0.0479169562458992
61440,91,30,672,1.3861264427816877e-05,0.00025,-0.0001626315789473684,-0.02655401338561205,290,3212.0,0.024661334,0.105517578125,0.3,0.9631410837173462,-0.3789578676223755,-9.64194921553135,-0.06863866746425629
63488,91,31,693,1.541465491783356e-05,0.00025,-0.0001626315789473684,-0.02056754154182272,300,3212.0,0.019820394,0.0828125,0.3,0.9631985425949097,-0.619836688041687,-9.655834639072419,-0.019996393471956253
65536,91,32,715,1.1969483242069146e-05,0.00025,-0.00015999999999999996,-0.01953475886475644,310,3212.0,0.020419497,0.0802734375,0.3,0.9589523077011108,-1.104383945465088,-9.642735987901688,-0.03927316144108772
67584,91,33,738,1.2890340035198732e-05,0.00025,-0.0001588095238095238,-0.021746684252866542,320,3212.0,0.022108486,0.09248046875,0.3,0.9585785269737244,0.3288419246673584,-9.627353754639625,0.022386640310287476
69632,91,34,759,1.442530142128362e-05,0.00025,-0.0001588095238095238,-0.021279075781058053,330,3212.0,0.020911103,0.088818359375,0.3,0.9549611210823059,-0.24032258987426758,-9.613337314128875,-0.019534463062882423
71680,91,35,782,9.224628017534542e-06,0.00025,-0.0001552272727272727,-0.017818484328745398,340,3212.0,0.016910464,0.072607421875,0.3,0.9499021172523499,-0.44487571716308594,-9.57956206202507,0.0008677283767610788
73728,91,36,804,1.1348618566842106e-05,0.00025,-0.0001552272727272727,-0.01946872493135743,350,3212.0,0.018591492,0.0837890625,0.3,0.949542224407196,0.2697739601135254,-9.560838747024537,-0.04943811893463135
75776,91,37,827,1.0682638335879347e-05,0.00025,-0.0001571304347826087,-0.018499018043803515,360,3212.0,0.02081028,0.07333984375,0.3,0.9498164057731628,-0.5868781805038452,-9.555400988459587,-0.047207921743392944
77824,91,38,850,8.352188741866939e-06,0.00025,-0.00015358333333333334,-0.016663350674207322,370,3212.0,0.016254464,0.070849609375,0.3,0.9427383542060852,-1.1463613510131836,-9.52730855345726,-0.046654608100652695
79872,91,39,871,1.0491599593365208e-05,0.00025,-0.00015358333333333334,-0.019639353274396854,380,3212.0,0.020663165,0.08486328125,0.3,0.9387263059616089,-0.22493648529052734,-9.485870733857155,-0.010480484925210476
81920,91,40,894,1.047349006313425e-05,0.00025,-0.0001508,-0.017347350071941037,390,3212.0,0.020039907,0.0642578125,0.3,0.9354767203330994,-1.2905023097991943,-9.458502325415612,-0.014113668352365494
83968,91,41,918,8.767427443245879e-06,0.00025,-0.00014815384615384614,-0.016503504701540807,400,3212.0,0.017736342,0.067626953125,0.3,0.9286873936653137,0.008187174797058105,-9.421397784352303,-0.01599399372935295
